zone_id,zone_name,borough,latitude,longitude
51,Co-Op City,Bronx,40.873972414464284,-73.828263393162217
259,Woodlawn/Wakefield,Bronx,40.897932098322187,-73.852215120594749
167,Morrisania/Melrose,Bronx,40.827512592085007,-73.902352082602761
174,Norwood,Bronx,40.877137401966138,-73.879022192615011
241,Van Cortlandt Village,Bronx,40.876512142169979,-73.895620196091983
242,Van Nest/Morris Park,Bronx,40.84678315747334,-73.850671207198232
200,Riverdale/North Riverdale/Fieldston,Bronx,40.899528359735022,-73.906987534793757
59,Crotona Park,Bronx,40.838550273704726,-73.894985928096659
247,West Concourse,Bronx,40.82898743010719,-73.924409936540329
248,West Farms/Bronx River,Bronx,40.834165307681225,-73.872289573977355
213,Soundview/Castle Hill,Bronx,40.817858722232351,-73.858134934888241
60,Crotona Park East,Bronx,40.833990406378049,-73.8859002728708
169,Mount Hope,Bronx,40.849058281051896,-73.905122464569956
78,East Tremont,Bronx,40.844960402372521,-73.885521541382744
183,Pelham Bay,Bronx,40.849172481223881,-73.8315818384612
235,University Heights/Morris Heights,Bronx,40.852520962981878,-73.915975811808266
147,Longwood,Bronx,40.819675673965747,-73.898956545375782
254,Williamsbridge/Olinville,Bronx,40.882156638987013,-73.8589486292516
250,Westchester Village/Unionport,Bronx,40.832101364277342,-73.848640877122691
240,Van Cortlandt Park,Bronx,40.894598689309369,-73.881977394187714
212,Soundview/Bruckner,Bronx,40.827902343433095,-73.869679983569711
184,Pelham Bay Park,Bronx,40.868275074257689,-73.8078582729173
159,Melrose South,Bronx,40.8182598170555,-73.912849316543443
31,Bronx Park,Bronx,40.857745640653647,-73.87547602248776
199,Rikers Island,Bronx,40.791132908929413,-73.882657996786321
58,Country Club,Bronx,40.841451934744171,-73.820393285625684
3,Allerton/Pelham Gardens,Bronx,40.864473723092694,-73.8474217808013
136,Kingsbridge Heights,Bronx,40.865264061067165,-73.9059112793715
18,Bedford Park,Bronx,40.867682214412881,-73.890183816976531
208,Schuylerville/Edgewater Park,Bronx,40.823317770021404,-73.823538897588293
185,Pelham Parkway,Bronx,40.854404937227784,-73.85439390074967
119,Highbridge,Bronx,40.837826777490726,-73.9261575816449
182,Parkchester,Bronx,40.837748623099607,-73.857986938488267
32,Bronxdale,Bronx,40.864002031267937,-73.86490091264659
126,Hunts Point,Bronx,40.812074196405696,-73.88553702961012
81,Eastchester,Bronx,40.8809350937503,-73.8366444008035
220,Spuyten Duyvil/Kingsbridge,Bronx,40.882403139771789,-73.910664912775644
46,City Island,Bronx,40.849085678512068,-73.7819876310312
69,East Concourse/Concourse Village,Bronx,40.831416239921722,-73.915030076837539
168,Mott Haven/Port Morris,Bronx,40.807347108643349,-73.916821523433526
47,Claremont/Bathgate,Bronx,40.84274836649012,-73.90031695591496
20,Belmont,Bronx,40.857779434582234,-73.885867448806977
94,Fordham South,Bronx,40.8581551878467,-73.899535944836913
26,Borough Park,Brooklyn,40.630949244100485,-73.988660569687028
210,Sheepshead Bay,Brooklyn,40.592023601142586,-73.940507253639836
257,Windsor Terrace,Brooklyn,40.653611637873446,-73.977982127481837
29,Brighton Beach,Brooklyn,40.58092174867177,-73.9612166205991
108,Gravesend,Brooklyn,40.588403603968452,-73.981431428442619
228,Sunset Park West,Brooklyn,40.652354137364796,-74.011272915388659
89,Flatbush/Ditmas Park,Brooklyn,40.637899625375255,-73.9609680569867
33,Brooklyn Heights,Brooklyn,40.695798082049521,-73.995250099366217
76,East New York,Brooklyn,40.66093413364861,-73.876820213451452
14,Bay Ridge,Brooklyn,40.6248336569004,-74.029892510297543
80,East Williamsburg,Brooklyn,40.7153696402659,-73.936793590381143
190,Prospect Park,Brooklyn,40.661621703950949,-73.968913800406881
150,Manhattan Beach,Brooklyn,40.580473347874779,-73.943628680218026
17,Bedford,Brooklyn,40.691507013249847,-73.94990480333658
195,Red Hook,Brooklyn,40.675548642125655,-74.009178427988871
39,Canarsie,Brooklyn,40.638036885808354,-73.899734683999952
112,Greenpoint,Brooklyn,40.729506162776119,-73.949540010732662
155,Marine Park/Mill Basin,Brooklyn,40.614591296894361,-73.91527729534846
55,Coney Island,Brooklyn,40.576961302728904,-73.987943607094067
71,East Flatbush/Farragut,Brooklyn,40.644287659655213,-73.937966199490646
154,Marine Park/Floyd Bennett Field,Brooklyn,40.593571050546032,-73.90259516411146
97,Fort Greene,Brooklyn,40.690786579949616,-73.974882014141812
255,Williamsburg (North Side),Brooklyn,40.718803889728065,-73.957418137776727
106,Gowanus,Brooklyn,40.67351267549131,-73.9906475512969
149,Madison,Brooklyn,40.604913462201068,-73.948135619583823
66,DUMBO/Vinegar Hill,Brooklyn,40.702258943886775,-73.9857015703999
49,Clinton Hill,Brooklyn,40.687967201154109,-73.962363370161967
54,Columbia Street,Brooklyn,40.687200614983624,-74.002911351285775
35,Brownsville,Brooklyn,40.66400293134771,-73.910257769391549
34,Brooklyn Navy Yard,Brooklyn,40.700855741874804,-73.971188604191866
11,Bath Beach,Brooklyn,40.604272678247291,-74.007487843159637
37,Bushwick South,Brooklyn,40.694993969470396,-73.9222368678635
85,Erasmus,Brooklyn,40.646116151584323,-73.951623268444038
40,Carroll Gardens,Brooklyn,40.6791989771037,-73.995956225491582
133,Kensington,Brooklyn,40.640589938039653,-73.9761987578238
21,Bensonhurst East,Brooklyn,40.601429066318069,-73.983537836949111
65,Downtown Brooklyn/MetroTech,Brooklyn,40.695337470639082,-73.986085922425346
72,East Flatbush/Remsen Village,Brooklyn,40.652364439034763,-73.922251014901121
165,Midwood,Brooklyn,40.62092382336612,-73.956824390116026
222,Starrett City,Brooklyn,40.647526932410059,-73.882412742896065
67,Dyker Heights,Brooklyn,40.619618969757262,-74.013802282828266
189,Prospect Heights,Brooklyn,40.6776353400314,-73.967586650700241
177,Ocean Hill,Brooklyn,40.676643975834246,-73.913632325796073
178,Ocean Parkway South,Brooklyn,40.617314680919428,-73.9703256457491
227,Sunset Park East,Brooklyn,40.641886115023077,-74.004652602506482
62,Crown Heights South,Brooklyn,40.66654066745933,-73.948788302688186
36,Bushwick North,Brooklyn,40.7005220696897,-73.917709558013385
52,Cobble Hill,Brooklyn,40.6866511767767,-73.996724070956
25,Boerum Hill,Brooklyn,40.685633699472476,-73.98611374706843
123,Homecrest,Brooklyn,40.599953857421262,-73.96433354707095
91,Flatlands,Brooklyn,40.626272452612419,-73.930097183719909
181,Park Slope,Brooklyn,40.67037397353517,-73.981414309964521
188,Prospect-Lefferts Gardens,Brooklyn,40.658744694967915,-73.947441864767981
61,Crown Heights North,Brooklyn,40.674469706917414,-73.93928693516466
63,Cypress Hills,Brooklyn,40.683839882051821,-73.878172859715647
111,Green-Wood Cemetery,Brooklyn,40.65213720405815,-73.990234372098286
225,Stuyvesant Heights,Brooklyn,40.688168076462809,-73.93188776645151
77,East New York/Pennsylvania Avenue,Brooklyn,40.666558711425239,-73.895363907755168
22,Bensonhurst West,Brooklyn,40.612217661580885,-73.995258646030422
256,Williamsburg (South Side),Brooklyn,40.710880015501367,-73.959904573916788
217,South Williamsburg,Brooklyn,40.703916466636016,-73.958596830292763
1,Newark Airport,EWR,40.691830140177764,-74.174001572115827
127,Inwood,Manhattan,40.8660748888345,-73.919308425442225
164,Midtown South,Manhattan,40.748574534904982,-73.985156448735282
128,Inwood Hill Park,Manhattan,40.872378830591153,-73.924369892407938
161,Midtown Center,Manhattan,40.758027979921714,-73.97769803116023
234,Union Sq,Manhattan,40.740337370750431,-73.990457913981444
263,Yorkville West,Manhattan,40.778765736907374,-73.951010067437622
151,Manhattan Valley,Manhattan,40.797961978517442,-73.968168203389
262,Yorkville East,Manhattan,40.775932299726463,-73.946510479408019
238,Upper West Side North,Manhattan,40.791704892188079,-73.973048824158013
249,West Village,Manhattan,40.734575893982544,-74.002875023581353
24,Bloomingdale,Manhattan,40.801970514547833,-73.965479355339184
153,Marble Hill,Manhattan,40.875967791075468,-73.91037864615565
87,Financial District North,Manhattan,40.706808424736735,-74.0074959539833
12,Battery Park,Manhattan,40.702945821197524,-74.015563499844774
232,Two Bridges/Seward Park,Manhattan,40.714732467641362,-73.98302469183794
48,Clinton East,Manhattan,40.762252594799158,-73.989844899943392
170,Murray Hill,Manhattan,40.7477457301956,-73.9784915842276
239,Upper West Side South,Manhattan,40.783961399946321,-73.978631914742152
114,Greenwich Village South,Manhattan,40.728340367250993,-73.997380162519036
116,Hamilton Heights,Manhattan,40.8270126031131,-73.948521832152863
229,Sutton Place/Turtle Bay North,Manhattan,40.756728906886536,-73.965145818941835
244,Washington Heights South,Manhattan,40.841708424021142,-73.941399300235886
261,World Trade Center,Manhattan,40.709138875092542,-74.013022838121771
140,Lenox Hill East,Manhattan,40.765483948002519,-73.954739062346547
152,Manhattanville,Manhattan,40.817975097867745,-73.953782207989164
186,Penn Station/Madison Sq West,Manhattan,40.748497165025924,-73.992437544259872
4,Alphabet City,Manhattan,40.723752082934425,-73.976968274343463
50,Clinton West,Manhattan,40.766237620573207,-73.995135349531
100,Garment District,Manhattan,40.753512739758122,-73.988786609794545
246,West Chelsea/Hudson Yards,Manhattan,40.7533087531832,-74.0040155135994
236,Upper East Side North,Manhattan,40.780436286304905,-73.957011927424787
148,Lower East Side,Manhattan,40.718938299520978,-73.990896366584209
233,UN/Turtle Bay South,Manhattan,40.749913998467044,-73.970442611718212
75,East Harlem South,Manhattan,40.790010672943524,-73.9457502272072
107,Gramercy,Manhattan,40.736823981202726,-73.984052149350234
42,Central Harlem North,Manhattan,40.818257236024955,-73.940772089961115
68,East Chelsea,Manhattan,40.748427325149827,-73.999917792696507
45,Chinatown,Manhattan,40.712459283894518,-73.998151458410931
74,East Harlem North,Manhattan,40.801169120069396,-73.937345660005022
231,TriBeCa/Civic Center,Manhattan,40.717772622225816,-74.007879668532155
141,Lenox Hill West,Manhattan,40.766948051035357,-73.95963501332109
224,Stuy Town/Peter Cooper Village,Manhattan,40.731820590585905,-73.976597596737676
158,Meatpacking/West Village West,Manhattan,40.735035179347889,-74.008984199611788
13,Battery Park City,Manhattan,40.712037921099125,-74.016079273332821
143,Lincoln Square West,Manhattan,40.775965144939256,-73.987645691904191
144,Little Italy/NoLiTa,Manhattan,40.720888839698041,-73.996918589140776
113,Greenwich Village North,Manhattan,40.732579024933059,-73.994304715936124
79,East Village,Manhattan,40.727620119903051,-73.9859374573709
243,Washington Heights North,Manhattan,40.857107994465956,-73.932831707181137
120,Highbridge Park,Manhattan,40.846666925576649,-73.930183240097591
209,Seaport,Manhattan,40.709072718532767,-74.003664488687676
162,Midtown East,Manhattan,40.756687534972627,-73.972356159628475
43,Central Park,Manhattan,40.782476987446351,-73.965555419579957
194,Randalls Island,Manhattan,40.791000478442818,-73.924596721496528
163,Midtown North,Manhattan,40.764421437889489,-73.977568568185092
142,Lincoln Square East,Manhattan,40.773633193526507,-73.9815323547465
237,Upper East Side South,Manhattan,40.768615053477674,-73.96563472905197
90,Flatiron,Manhattan,40.742278581932837,-73.996971478050625
88,Financial District South,Manhattan,40.703357880020107,-74.0115150281415
211,SoHo,Manhattan,40.7238880711638,-74.001537595253879
41,Central Harlem,Manhattan,40.8043338545438,-73.95129204423975
125,Hudson Sq,Manhattan,40.726290403250623,-74.007485807033419
166,Morningside Heights,Manhattan,40.809456812680637,-73.961763694476
202,Roosevelt Island,Manhattan,40.761899325645814,-73.949952727490754
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.689860103448019,-74.045288283316751
137,Kips Bay,Manhattan,40.740438919618896,-73.976494699243219
230,Times Sq/Theatre District,Manhattan,40.759817564854522,-73.9841965572521
7,Astoria,Queens,40.761492611012137,-73.919694335791192
134,Kew Gardens,Queens,40.7080509696683,-73.828712397515957
82,Elmhurst,Queens,40.739495334963429,-73.877118330988168
207,Saint Michaels Cemetery/Woodside,Queens,40.763985559743055,-73.899352573918861
70,East Elmhurst,Queens,40.7633520765637,-73.868395387203961
96,Forest Park/Highland Park,Queens,40.697001490349876,-73.871561304489
15,Bay Terrace/Fort Totten,Queens,40.783332995856682,-73.785972862881266
124,Howard Beach,Queens,40.658247502829539,-73.844918118648138
10,Baisley Park,Queens,40.678953076907995,-73.790986763791309
198,Ridgewood,Queens,40.706526812307352,-73.901709176562107
121,Hillcrest/Pomonok,Queens,40.7283329100305,-73.8024438817126
145,Long Island City/Hunters Point,Queens,40.745379339764341,-73.948891562178218
27,Breezy Point/Fort Tilden/Riis Beach,Queens,40.559134731200473,-73.906911996637632
2,Jamaica Bay,Queens,40.616746153660195,-73.831299796053841
129,Jackson Heights,Queens,40.75731176613008,-73.88531729083077
9,Auburndale,Queens,40.751034343471467,-73.787948753930422
131,Jamaica Estates,Queens,40.72065546650078,-73.776101087501758
19,Bellerose,Queens,40.735486500207323,-73.726655401706822
139,Laurelton,Queens,40.677097523617668,-73.744234798316356
191,Queens Village,Queens,40.715453787158538,-73.741531547880584
130,Jamaica,Queens,40.704369037736349,-73.793981137991139
64,Douglaston,Queens,40.760614473498784,-73.7393364973427
215,South Jamaica,Queens,40.694427507748351,-73.790964793807419
92,Flushing,Queens,40.761101424589604,-73.8288585474575
201,Rockaway Park,Queens,40.577982979197877,-73.843454378195219
175,Oakland Gardens,Queens,40.742671117048786,-73.754621775403734
117,Hammels/Arverne,Queens,40.594059142785433,-73.789623352142684
98,Fresh Meadows,Queens,40.734462629394059,-73.777253433966166
226,Sunnyside,Queens,40.737697912035266,-73.924672772787446
132,JFK Airport,Queens,40.646985070451279,-73.786529852516182
196,Rego Park,Queens,40.726155238306426,-73.863338365226411
122,Hollis,Queens,40.710639139565487,-73.761136897126192
219,Springfield Gardens South,Queens,40.662185509425974,-73.764505043522547
197,Richmond Hill,Queens,40.694542380668345,-73.8309243219489
53,College Point,Queens,40.780911641415365,-73.8428129750903
83,Elmhurst/Maspeth,Queens,40.738323926409095,-73.892173423280056
218,Springfield Gardens North,Queens,40.67208986917376,-73.773035569683117
160,Middle Village,Queens,40.718336775859271,-73.880051236738822
203,Rosedale,Queens,40.657852381281721,-73.739473952627478
252,Whitestone,Queens,40.7881931207821,-73.815656872711585
135,Kew Gardens Hills,Queens,40.728377240477371,-73.821194972794018
216,South Ozone Park,Queens,40.676153660414116,-73.819459462633262
86,Far Rockaway,Queens,40.6024326594936,-73.755243307410765
260,Woodside,Queens,40.7442335942885,-73.906307196732413
180,Ozone Park,Queens,40.675595006292461,-73.847042883364011
102,Glendale,Queens,40.703546078179492,-73.875737033931287
193,Queensbridge/Ravenswood,Queens,40.760313452489783,-73.94199734765138
253,Willets Point,Queens,40.760630691459305,-73.8412439705863
223,Steinway,Queens,40.777426671680395,-73.905407391303967
73,East Flushing,Queens,40.754108901350413,-73.8072941088378
93,Flushing Meadows-Corona Park,Queens,40.740673792906584,-73.840865199906887
179,Old Astoria,Queens,40.771570210946329,-73.928332985221942
30,Broad Channel,Queens,40.603686933842283,-73.821927523312411
38,Cambria Heights,Queens,40.694341233647691,-73.735554116848263
192,Queensboro Hill,Queens,40.743751870986721,-73.815229241523468
173,North Corona,Queens,40.752579183236527,-73.863037576581647
157,Maspeth,Queens,40.723994840486966,-73.902330760030722
95,Forest Hills,Queens,40.721431552761352,-73.847669084684355
205,Saint Albans,Queens,40.69120080143351,-73.76314608980617
101,Glen Oaks,Queens,40.745993109281805,-73.7110254249265
146,Long Island City/Queens Plaza,Queens,40.754242535224911,-73.934828917138489
258,Woodhaven,Queens,40.688721191636425,-73.855766718350338
138,LaGuardia Airport,Queens,40.774375810629223,-73.87362843741974
171,Murray Hill-Queens,Queens,40.768351611135088,-73.809545316912633
16,Bayside,Queens,40.762737511080154,-73.773421124471767
28,Briarwood/Jamaica Hills,Queens,40.711596484580284,-73.80872923033607
8,Astoria Park,Queens,40.778558624665379,-73.923086264052429
56,Corona,Queens,40.741406716417885,-73.858845275915883
251,Westerleigh,Staten Island,40.616880169004347,-74.125347807842189
221,Stapleton,Staten Island,40.618768129145735,-74.073703356783213
115,Grymes Hill/Clifton,Staten Island,40.617971004903914,-74.087838846553183
44,Charleston/Tottenville,Staten Island,40.52549108277325,-74.233535460421649
187,Port Richmond,Staten Island,40.628165917639649,-74.140788664825237
214,South Beach/Dongan Hills,Staten Island,40.586786342988511,-74.085512429824476
176,Oakwood,Staten Island,40.561994054284931,-74.122583046175919
118,Heartland Village/Todt Hill,Staten Island,40.586554790604808,-74.132984524373143
156,Mariners Harbor,Staten Island,40.6313076617159,-74.1672342470994
110,Great Kills Park,Staten Island,40.545779722374277,-74.128343111198447
245,West Brighton,Staten Island,40.630049208550055,-74.102860213811823
206,Saint George/New Brighton,Staten Island,40.638973089395385,-74.102314443325469
99,Freshkills Park,Staten Island,40.57677253085496,-74.1864208190691
109,Great Kills,Staten Island,40.55186201415588,-74.150890289597712
6,Arrochar/Fort Wadsworth,Staten Island,40.600324402886308,-74.071770246292886
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.528685556005932,-74.18767927689585
172,New Dorp/Midland Beach,Staten Island,40.57176876254784,-74.10501884887222
204,Rossville/Woodrow,Staten Island,40.540333099992836,-74.207825778378051
23,Bloomfield/Emerson Hill,Staten Island,40.606448206190422,-74.170885082523313
5,Arden Heights,Staten Island,40.552658774371828,-74.188484598264722
